question,context,answer_start,answer
"Công trình nào có cấu trúc gồm ba tầng đế và một thân cột, được coi là một trong những biểu tượng của thủ đô Hà Nội","Kiến trúc cột cờ bao gồm ba tầng đế và một thân cột , được coi là một trong những biểu tượng của thành phố .",0,Kiến trúc cột cờ 
Nguyễn Bỉnh Khiêm quê ở tỉnh thành nào nước ta hiện nay,"Lĩnh vực . Học giả , nhà khoa học , nhà giáo . TS khai khoa của Hải Phòng . - Nguyễn Bỉnh Khiêm ( 1491 - 1585 ) Trạng nguyên ( 1535 ) , tước Trình Quốc Công triều Mạc , Trạng Trình .",78,Nguyễn Bỉnh Khiêm
Nơi nào có kim tự tháp bằnh kính,"Kim tự tháp kính Louvre (tên tiếng Pháp: Pyramide du Louvre) là một kim tự tháp được xây bằng kính và kim loại nằm ở giữa sân Napoléon của bảo tàng Louvre, Paris. Được xây theo yêu cầu của Tổng thống Pháp François Mitterrand vào năm 1983, công trình là tác phẩm của kiến trúc sư nổi tiếng người Mỹ gốc Hoa Ieoh Ming Pei. Toàn bộ kim tự tháp được xây bằng kính cùng các khớp nối kim loại, cao 20,6 m với đáy hình vuông mỗi cạnh 35 m. Kim tự tháp này gồm tổng cộng 603 tấm kính hình thoi và 70 tấm hình tam giác.",139,"bảo tàng Louvre, Paris"
Đông Anh là quê của nhà văn nổi tiếng nào,"- Nhà văn Ngô Tất Tố (1893 - 1954) ở làng Lộc Hà, tổng Hội Phụ, phủ Từ Sơn, Bắc Ninh (nay là thôn Lộc Hà, xã Mai Lâm, huyện Đông Anh, Hà Nội)",10,Ngô Tất Tố
Tỉnh lị của Bình Định là thành phố nào,Bình Định là một tỉnh thuộc vùng duyên hải Nam Trung Bộ Việt Nam . Tỉnh lỵ của Bình Định là thành phố cảng Quy Nhơn nằm cách thủ đô Hà Nội 1.070  km về phía Nam và cách Thành phố Hồ Chí Minh 652  km về phía Bắc theo đường Quốc lộ 1A .,92,thành phố cảng Quy Nhơn
Cực Bắc của Việt Nam nằm ở các tỉnh nào,"Cột cờ Lũng Cú là một cột cờ quốc gia nằm ở đỉnh Lũng Cú hay còn gọi là đỉnh núi Rồng (Long Sơn) có độ cao khoảng 1.470 m so với mực nước biển, thuộc xã Lũng Cú, huyện Đồng Văn, tỉnh Hà Giang, nơi Đài vọng cảnh cực Bắc Việt Nam_cách cực Bắc Việt Nam khoảng 3,3Km theo đường chim",178,tỉnh Hà Giang
Tỉnh lỵ của Kiên Giang hiện nay là thành phố nào,"Sau năm 1975 thành lập tỉnh Kiên Giang cho đến ngày nay. Kiên Giang được nhiều người biết đến là vùng đất văn hóa và du lịch nổi tiếng bậc nhất ở khu vực Đồng bằng sông Cửu Long. ... Tỉnh lỵ của Kiên Giang là thành phố Rạch Giá, một trong hai thành phố biển ở Đồng bằng sông Cửu Long (Hà Tiên & Rạch Giá).",209,thành phố Rạch Giá
Ai là vị vua đầu tiên của nước Vạn Xuân,"Lý Nam Đế tên khai sinh là Lý Bí là vị vua đầu tiên của nhà tiền Lê trong lịch sử Việt Nam, và cũng là người khai sinh ra nước Vạn Xuân.  Từ khi còn nhỏ, ông đã tỏ ra là một cậu bé thông minh, sớm hiểu biết. Cha Lý Bí qua đời khi ông mới trong 5 tuổi, 2 năm sau đó thì mẹ ông cũng mất. Lý Bí phải qua nương tựa vào chú ruột. Có một lần, một vị Pháp tổ thiền sư đi ngang qua, nhìn thấy Lý Bí khôi ngô, tuấn tú liền xin ông đem về chùa nuôi dạy. Ở đây, ông đã học hành chuyên cần, trở thành bậc anh hùng hào kiệt, là người học rộng, hiểu sâu có tài văn võ song toàn và trở thành thủ lĩnh của quê hương thời bấy giờ. Do ông là người có tài nên được Thứ sử Tiêu Tư nhà lương mời ra làm quan phong chức giám quân ở Đức Châu. Được một thời gian, ông thấy Thứ sử Giao Châu là người hà khắc tàn bạo nên mất lòng người. Đúng lúc đấy, ông bất bình với quan lại đô hộ tàn ác nên ông bỏ quan, về quê, chiêu binh mãi mã chống lại chính quyền đô hộ. Vua Lý Nam Đế nổi với những chiến công lừng lẫy và đã lãnh đạo nhân dân đứng lên khởi nghĩa, đánh tan được nhiều đội quân đô hộ. Sau khi đánh tan đội quân Lương và Lâm ấp, cùng khởi nghĩa đuổi Tiêu Tư và sau đó ông tự xưng mình là Nam Đế với ý nghĩa là vua nước Nam, đất nước thời bấy giờ được ông đặt là Vạn Xuân, kinh đô được dựng ở gần cửa sông Tô Lịch. Năm 544, ông dựng nước và xây dựng kinh thành, lấy hiệu là Thiên Đức, lập lại bộ máy nhà nước với trăm quan, trong đó có quan văn và quan võ. Nhưng trong một thời gian ngắn trị vì, nhà Lương đem nhiều vạn binh mã sang lấn chiếm bờ cõi. Ông đã đem quân đánh trả nhằm bảo vệ binh thùy nhưng thất bại, tướng lĩnh tử trận và nước nhà rơi vào thế khó khăn. Sau nhiều năm thành lập và củng cố lực lượng, quân xâm lược Vạn Xuân đã tiến công nhiều lần và giành nhiều thắng lợi nhưng rồi cũng bị tan rã và rơi vào thế thụ động. Lúc này, vua Lý Nam Đế phải ẩn nấp trong động Khuất lão. Đến năm 548, ông bị ốm nặng và qua đời ngay ở động này. Vua Lý Năm Đế là vị anh hùng tài ba của dân tộc ta, có công dựng nên nước Vạn Xuân và xây dựng nên một triều đại đầy ý chí, và đánh tan nhiều quân thù, dẹp loạn để đem lại thái bình cho đất nước.",0,Lý Nam Đế
Cristiano Ronaldo đoạt bao nhiêu Quả bóng vàng,"Với 5 Quả bóng Vàng , nhiều nhất đối với một cầu thủ châu Âu và ngang với Lionel Messi về tổng số giải đoạt được , anh được đánh giá là một trong những cầu thủ xuất sắc nhất thế giới mọi thời đại .",4,5
"Người Việt nào làm kiến trúc sư trưởng, thiết kế và xây dựng Tử Cấm Thành","Tử Cấm Thành được thiết kế bởi nhiều kiến trúc sư và nhà thiết kế. Các kiến trúc sư trưởng là Sái Tín (蔡信), Trần Khuê (陳珪), Ngô Trung (吳中) và thái giám Nguyễn An (阮安), (một người Việt Nam), còn các tổng công trình sư là Khoái Tường (蒯祥) và Lục Tường (陸祥).",152,Nguyễn An
Châu Nam Cực do nhà thám hiểm nước nào phát hiện,"Mặc dù những huyền thoại và suy đoán về ""Terra Australis"" (""vùng đất phía nam"") đã có từ lâu, châu Nam Cực chỉ được phát hiện lần đầu vào năm 1820 bởi hai nhà thám hiểm người Nga Fabian Gottlieb von Bellingshausen và Mikhail Lazarev trên hai con tàu ""Vostok"" và ""Mirny"". Tuy vậy, do môi trường khắc nghiệt, thiếu nguồn tài nguyên dễ tiếp cận, và tính biệt lập, châu Nam Cực vẫn bị bỏ mặc trong phần còn lại của thế kỷ 19. Cuộc đổ bộ được xác nhận đầu tiên do một nhóm người Na Uy thực hiện vào năm 1895.",175,Nga
Nước nào chiếm diện tích lớn nhất trên Thế Giới,"Nga có một nền kinh tế hỗn hợp có thu nhập trung bình cao với nguồn tài nguyên thiên nhiên khổng lồ, đặc biệt là dầu mỏ và khí tự nhiên. Quốc gia này có diện tích lớn nhất trên thế giới và là nhà sản xuất dầu lửa lớn nhất, vào năm 2016 kinh tế Nga đứng hàng thứ 13 trên thế giới và đứng thứ 5 châu Âu theo GDP danh nghĩa hoặc đứng thứ 6 trên thế giới và đứng thứ 2 châu Âu theo GDP theo sức mua tương đương (~3.300 tỷ USD năm 2016)",0,Nga
tên loại sushi inari-zushi có nguồn gốc từ đâu,"Lịch sử sớm nhất và các loại sushi . Inarizushi . Trong tiếng Hàn , inarizushi gọi là "" yubuchobap "" ( 유부초밥 ) . Cone sushi là một biến thể của inarizushi có nguồn gốc từ Hawaii , có thể bao gồm [ [ đậu Hà Lan ] ] , cà rốt hoặc củ [ [ ngưu bàng ] ] cùng với cơm , được bọc trong một miếng aburage ( váng đậu ) hình [ [ tam giác ] ] .",170,Hawaii
Hoài Linh sinh ngày tháng năm nào,"Hoài Linh tên đầy đủ là Võ Nguyễn Hoài Linh ( sinh ngày 18 tháng 12 năm 1969 ) là một diễn viên hài kịch người Việt Nam . Hoài Linh là danh hài đạt được nhiều giải thưởng như Cù Nèo Vàng , Mai Vàng ... được phong danh hiệu Nghệ sĩ Ưu tú năm 2015 và là nghệ sĩ hải ngoại đầu tiên được phong tặng danh hiệu này .",46,sinh ngày 18 tháng 12 năm 1969
thịt kho tàu có nguồn gốc từ đất nước nào,"Một số món ăn từ thịt mỡ . - Thịt kho tàu ( không nhầm lẫn với thịt kho Đông Pha có xuất xứ từ Trung Quốc , tàu ở đây là phương ngữ miền Tây chỉ vị ngọt lờ lợ ) .",95,Trung Quốc
Trần Thái Tông sinh năm mấy,"Trần Thái Tông ( chữ Hán : 陳太宗 ; 9 tháng 7 năm 1218 – 5 tháng 5 năm 1277 ) , tên khai sinh : Trần Cảnh , là vị hoàng đế đầu tiên của hoàng triều Trần nước Đại Việt . Ông ở ngôi từ năm 1225 tới năm 1258 , sau đó làm Thái thượng hoàng cho đến khi qua đời .",43,năm 1218
Tỉnh nào ở nước ta có biên giới với Lào và Capuchia,"Tây Nguyên là vùng cao nguyên, phía bắc giáp tỉnh Quảng Nam, phía đông giáp các tỉnh Quảng Ngãi, Bình Định, Phú Yên, Khánh Hòa, Ninh Thuận, Bình Thuận, phía nam giáp các tỉnh Đồng Nai, Bình Phước, phía tây giáp với các tỉnh Attapeu (Lào) và Ratanakiri và Mondulkiri (Campuchia). Trong khi Kon Tum có biên giới phía tây giáp với cả Lào và Campuchia, thì Gia Lai, Đắk Lắk và Đắk Nông chỉ có chung đường biên giới với Campuchia. Còn Lâm Đồng không có đường biên giới quốc tế. Nếu xét diện tích Tây Nguyên bằng tổng diện tích của 5 tỉnh ở đây, thì vùng Tây Nguyên rộng 54.641,0 km2.",289,Kon Tum
ethiopia thuộc khu vực nào của châu phi,"Ethiopia tên đầy đủ Cộng hoà Dân chủ Liên bang Ethiopia là một quốc gia nội lục ở vùng sừng châu Phi có chung biên giới với Eritrea về phía bắc , Djibouti về phía đông bắc , Somalia về phía đông , Kenya về phía nam , Nam Sudan về phía tây và Sudan về phía tây bắc .",82,vùng sừng châu Phi
thực dân Pháp đã phế truất và đày vua Thành Thái tới đảo nào,"Cuộc đời . Khoảng năm 1916 , buồn vì công danh lận đận , vì nạn nước ( hai vua : Thành Thái , Duy Tân đều bị thực dân Pháp đày sang đảo Réunion ) , thêm buồn vì mẹ mất và gia đình ly tán , ông bỏ xứ theo ghe bầu vào Nam .",132,đảo Réunion
huyện nào ở bến tre là nơi khởi phát phong trào đồng khởi,"Mỏ Cày là một huyện cũ thuộc tỉnh Bến Tre , Việt Nam . Huyện được biết đến với truyền thống chống giặc ngoại xâm , với 3 xã Định Thuỷ , Phước Hiệp , Bình Khánh là quê hương của phong trào Đồng khởi .",0,Mỏ Cày
Trụ sở chính của tổ chức thương mại thế giới WTO được đặt tại đâu,"Tổ chức Thương mại Thế giới (tiếng Anh: World Trade Organization, viết tắt WTO; tiếng Pháp: Organisation mondiale du commerce; tiếng Tây Ban Nha: Organización Mundial del Comercio; tiếng Đức: Welthandelsorganisation) là một tổ chức quốc tế đặt trụ sở ở Genève, Thụy Sĩ, có chức năng giám sát các hiệp định thương mại ...",253,"Genève, Thụy Sĩ"
Tên gọi Thảo Cầm Viên Sài Gòn ra đời vào năm nào,"Năm 1956 : lại được tu sửa , tái thiết và đổi tên là Thảo Cầm Viên Sài Gòn .",0,Năm 1956
huyện đảo trường sa thuộc tỉnh nào của việt nam,"Sân bay Trường Sa là một sân bay quân sự toạ lạc tại thị trấn Trường Sa trên đảo Trường Sa Lớn , thuộc huyện Trường Sa , tỉnh Khánh Hoà , Việt Nam Đây là sân bay quân sự duy nhất của Không quân Nhân dân Việt Nam trên quần đảo Trường Sa , có một đường băng dài khoảng 1300 mét .",121,tỉnh Khánh Hoà
giám đốc công an của tỉnh Bắc Giang là ai,Tô Ân Xô là Thiếu tướng Công an nhân dân Việt Nam . Ông hiện giữ chức vụ Giám đốc Công an tỉnh Bắc Giang .,0,Tô Ân Xô
Trong Tam Quốc diễn nghĩa nhân vật nào được mô tả mình cao tám thước mày rậm mắt to mặt rộng má bầu uy phong lẫm liệt,"Cuộc đời và sự nghiệp trong chính sử . Thời trẻ . Nhà văn La Quán Trung dựa vào đó viết trong tiểu thuyết "" Tam Quốc Diễn Nghĩa "" rằng Vân "" "" cao tám thước , mày rậm , mắt to , mặt rộng , má bầu , uy phong lẫm liệt "" "" .",135,Vân
"Vua nào lên ngôi khi hơn 1 tuổi, được đánh giá ""thực là bậc vua giỏi, biết giữ cơ đồ""","Vua Lê Nhân Tông của nhà Hậu Lê lên ngôi khi mới chỉ hơn 1 tuổi, nhờ mẹ nhiếp chính. Lớn lên, vua được khen anh minh, biết dụng người tài. Sử gia Ngô Sĩ Liên nhận xét rằng: ""Vua tuổi còn thơ ấu đã có thiên tư sáng suốt, vẻ người tuấn tú đường hoàng, dáng điệu nghiêm trang, sùng đạo Nho, nghe can gián, thương người làm ruộng, yêu nuôi muôn dân, thực là bậc vua giỏi, biết giữ cơ đồ..."".",0,Vua Lê Nhân Tông
"Ai là người đưa ra thuật ngữ ""tế bào""","Robert Hook là người đưa ra thuật ngữ ""tế bào""",0,Robert Hook
Đảo Đài Loan nằm ở khu vực nào,"Đài Loan là tên gọi của một hòn đảo và một quần đảo tại Đông Á , bao gồm đảo Đài Loan và một số đảo nhỏ hơn xung quanh như quần đảo Bành Hồ , Lan tự , Lục đảo , và Tiểu Lưu Cầu . Hòn đảo chính nằm cách bờ biển đông nam Trung Quốc đại lục qua eo biển Đài Loan khoảng .",56,Đông Á
 Alexandre de Rhodes qua đời ở thành phố nào của Iran,"Tiểu sử . Tại Ba Tư . Năm 1655 , ông đặt chân tới Ba Tư . Ông mất ngày 5 tháng 11 năm 1660 ở Isfahan , sau 5 năm truyền giáo ở đây .",93,Isfahan
chu văn an từng dâng “thất trảm sớ” chém đầu 7 nịnh thần lên vua nào,Thất trảm sớ là tờ sớ do Chu Văn An soạn và dâng lên vua Trần Dụ Tông để đề nghị chém 7 người mà ông cho là nịnh thần .,53,vua Trần Dụ Tông
Cao Thắng từng tham gia cuộc khởi nghĩa nào chống thực dân Pháp xâm lược,"Trở lại quê nhà, Cao Thắng cùng Cao Nữu (em ruột) và Nguyễn Kiểu (bạn thân) chiêu mộ được khoảng 60 người đồng chí hướng, rồi tất cả cùng tự nguyện đến tham gia cuộc khởi nghĩa Hương Khê do Tiến sĩ Phan Đình Phùng (người được vua Hàm Nghi giao trọng trách tổ chức phong trào kháng Pháp ở Hà Tĩnh) làm thủ lĩnh.",166,khởi nghĩa Hương Khê
